perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
s1020,200000,0.1,5.0,1.1756,0.0152,0.00875,-0.151,0.6302,1.0
s1020,200000,0.1,6.0,1.272,0.01594,0.00954,-0.1485,0.5983,1.0
s1020,200000,0.1,7.0,1.3602,0.01678,0.01051,-0.1443,0.5638,1.0
s1020,200000,0.1,8.0,1.4372,0.01773,0.01157,-0.138,0.5255,1.0
s1020,200000,0.1,9.0,1.4845,0.01902,0.013,-0.1264,0.4803,1.0
s1020,200000,0.1,10.0,1.4983,0.02138,0.01546,-0.1104,0.417,1.0
s1020,200000,0.1,11.0,1.5007,0.02585,0.01988,-0.096,0.34,1.0
s1020,200000,0.1,12.0,1.4837,0.03355,0.02732,-0.0834,0.2491,1.0
s1020,200000,0.1,13.0,1.46,0.04421,0.03773,-0.0746,0.1651,1.0
s1020,200000,0.1,14.0,1.4206,0.05894,0.0521,-0.0694,0.0788,1.0
s1020,200000,0.1,15.0,1.3695,0.07787,0.07092,-0.0679,0.0331,1.0
s1020,200000,0.1,16.0,1.3479,0.09485,0.08827,-0.0696,0.0261,1.0
s1020,200000,0.1,17.0,1.3439,0.10955,0.1033,-0.0719,0.0224,1.0
s1020,250000,0.1,0.0,0.6711,0.01213,0.00577,-0.1602,0.7477,0.6774
s1020,250000,0.1,1.0,0.78,0.01217,0.00584,-0.1595,0.7237,0.7343
s1020,250000,0.1,2.0,0.8811,0.01225,0.00603,-0.1572,0.6979,0.8065
s1020,250000,0.1,3.0,0.9628,0.01219,0.00625,-0.1504,0.6708,0.928
s1020,250000,0.1,4.0,1.082,0.01264,0.0066,-0.153,0.6426,1.0
s1020,250000,0.1,5.0,1.1832,0.0133,0.0072,-0.1516,0.6127,1.0
s1020,250000,0.1,6.0,1.2762,0.01405,0.00798,-0.1484,0.5807,1.0
s1020,250000,0.1,7.0,1.3603,0.01492,0.00893,-0.1435,0.5462,1.0
s1020,250000,0.1,8.0,1.4251,0.01598,0.01011,-0.1349,0.508,1.0
s1020,250000,0.1,9.0,1.4675,0.01751,0.01175,-0.1228,0.4584,1.0
s1020,250000,0.1,10.0,1.4853,0.02039,0.01458,-0.1083,0.3894,1.0
s1020,250000,0.1,11.0,1.4912,0.02538,0.01942,-0.0951,0.3072,1.0
s1020,250000,0.1,12.0,1.4736,0.03372,0.02742,-0.0832,0.2132,1.0
s1020,250000,0.1,13.0,1.4558,0.04432,0.03776,-0.0752,0.131,1.0
s1020,250000,0.1,14.0,1.4126,0.05972,0.05271,-0.07,0.0451,1.0
s1020,250000,0.1,15.0,1.3785,0.07672,0.06987,-0.0688,0.0244,1.0
s1020,250000,0.1,16.0,1.3658,0.09247,0.08605,-0.0703,0.0202,1.0
s1020,250000,0.1,17.0,1.3554,0.10836,0.10231,-0.0731,0.0182,1.0
s1020,300000,0.1,0.0,0.6825,0.0109,0.00473,-0.1621,0.7356,0.6569
s1020,300000,0.1,1.0,0.7921,0.01099,0.00479,-0.1616,0.7114,0.7128
s1020,300000,0.1,2.0,0.8905,0.0111,0.00509,-0.1589,0.6846,0.7799
s1020,300000,0.1,3.0,0.9797,0.01119,0.00541,-0.1539,0.6576,0.8777
s1020,300000,0.1,4.0,1.0855,0.01146,0.0057,-0.1532,0.6295,1.0
s1020,300000,0.1,5.0,1.1843,0.01212,0.00629,-0.1513,0.5992,1.0
s1020,300000,0.1,6.0,1.2743,0.01288,0.00707,-0.1476,0.567,1.0
s1020,300000,0.1,7.0,1.3511,0.01375,0.008,-0.1412,0.5325,1.0
s1020,300000,0.1,8.0,1.4171,0.0149,0.00923,-0.133,0.4943,1.0
s1020,300000,0.1,9.0,1.4558,0.01666,0.01103,-0.1205,0.4386,1.0
s1020,300000,0.1,10.0,1.4801,0.01977,0.01408,-0.1075,0.3671,1.0
s1020,300000,0.1,11.0,1.4821,0.02535,0.01938,-0.0944,0.2764,1.0
s1020,300000,0.1,12.0,1.4696,0.03373,0.0274,-0.0834,0.1846,1.0
s1020,300000,0.1,13.0,1.4532,0.04438,0.03775,-0.0757,0.1031,1.0
s1020,300000,0.1,14.0,1.4105,0.05987,0.05285,-0.0704,0.0288,1.0
s1020,300000,0.1,15.0,1.3926,0.07485,0.06814,-0.0693,0.0193,1.0
s1020,300000,0.1,16.0,1.3826,0.09014,0.08389,-0.0706,0.0168,1.0
s1020,300000,0.1,17.0,1.3661,0.10705,0.10114,-0.0739,0.0153,1.0
s102b,200000,0.1,0.0,0.3146,0.0185,0.01233,-0.0692,0.7892,0.722
s102b,200000,0.1,1.0,0.436,0.01781,0.01146,-0.0728,0.7679,0.727
s102b,200000,0.1,2.0,0.5555,0.01656,0.00997,-0.0739,0.7319,0.7308
s102b,200000,0.1,3.0,0.6696,0.01594,0.00941,-0.0744,0.7002,0.7357
s102b,200000,0.1,4.0,0.7831,0.01522,0.00882,-0.0749,0.6558,0.7412
s102b,200000,0.1,5.0,0.8769,0.01483,0.00793,-0.0709,0.454,0.7478
s102b,200000,0.1,6.0,0.9248,0.0191,0.01066,-0.0622,0.2226,0.7547
s102b,200000,0.1,7.0,1.0071,0.02154,0.01298,-0.059,0.1893,0.7631
s102b,200000,0.1,8.0,1.0977,0.02412,0.01564,-0.057,0.1692,0.7744
s102b,200000,0.1,9.0,1.191,0.02678,0.0186,-0.0555,0.1524,0.7871
s102b,200000,0.1,10.0,1.2799,0.0298,0.02204,-0.0536,0.1367,0.8049
s102b,200000,0.1,11.0,1.3484,0.03293,0.02573,-0.0488,0.1211,0.8325
s102b,200000,0.1,12.0,1.3886,0.036,0.02953,-0.0405,0.1062,0.9111
s102b,200000,0.1,13.0,1.4201,0.04047,0.03436,-0.0354,0.0912,1.0
s102b,200000,0.1,14.0,1.4381,0.04677,0.04089,-0.0315,0.0761,1.0
s102b,200000,0.1,15.0,1.4367,0.0564,0.05115,-0.0294,0.0617,1.0
s102b,200000,0.1,16.0,1.4217,0.06952,0.0647,-0.03,0.0495,1.0
s102b,200000,0.1,17.0,1.3853,0.08778,0.08347,-0.0342,0.0413,1.0
s102b,250000,0.1,0.0,0.3376,0.01547,0.00941,-0.0749,0.7688,0.6998
s102b,250000,0.1,1.0,0.4529,0.01495,0.00876,-0.0759,0.743,0.7039
s102b,250000,0.1,2.0,0.5692,0.01428,0.00795,-0.0769,0.7093,0.7087
s102b,250000,0.1,3.0,0.6871,0.01383,0.00746,-0.0787,0.6781,0.7135
s102b,250000,0.1,4.0,0.7978,0.0133,0.00707,-0.0783,0.6307,0.718
s102b,250000,0.1,5.0,0.8704,0.01506,0.00749,-0.0716,0.3225,0.7246
s102b,250000,0.1,6.0,0.9413,0.01814,0.00978,-0.0666,0.2013,0.7309
s102b,250000,0.1,7.0,1.0238,0.0202,0.01188,-0.063,0.1744,0.7385
s102b,250000,0.1,8.0,1.106,0.02264,0.01437,-0.0595,0.1568,0.7484
s102b,250000,0.1,9.0,1.1919,0.02512,0.01705,-0.0568,0.1421,0.7603
s102b,250000,0.1,10.0,1.2729,0.02768,0.01999,-0.0536,0.1284,0.7755
s102b,250000,0.1,11.0,1.3416,0.03057,0.02335,-0.0493,0.1143,0.798
s102b,250000,0.1,12.0,1.395,0.03405,0.02733,-0.0441,0.0997,0.8385
s102b,250000,0.1,13.0,1.4193,0.03806,0.03205,-0.0372,0.0862,1.0
s102b,250000,0.1,14.0,1.4478,0.04448,0.03892,-0.0348,0.0701,1.0
s102b,250000,0.1,15.0,1.459,0.05364,0.04839,-0.0331,0.0546,1.0
s102b,250000,0.1,16.0,1.4488,0.0666,0.06181,-0.0331,0.0421,1.0
s102b,250000,0.1,17.0,1.4122,0.08491,0.08059,-0.0369,0.0346,1.0
s102b,300000,0.1,0.0,0.3464,0.01361,0.00766,-0.077,0.7518,0.6844
s102b,300000,0.1,1.0,0.4623,0.01317,0.00709,-0.0781,0.7246,0.6881
s102b,300000,0.1,2.0,0.5784,0.01273,0.00654,-0.0791,0.6932,0.693
s102b,300000,0.1,3.0,0.6953,0.01244,0.00622,-0.0806,0.6627,0.6973
s102b,300000,0.1,4.0,0.8058,0.01207,0.00596,-0.0803,0.6089,0.7019
s102b,300000,0.1,5.0,0.8724,0.01486,0.00713,-0.0732,0.2672,0.7078
s102b,300000,0.1,6.0,0.9538,0.01729,0.00906,-0.0696,0.1872,0.714
s102b,300000,0.1,7.0,1.0384,0.01909,0.01099,-0.0661,0.1639,0.7209
s102b,300000,0.1,8.0,1.1165,0.02118,0.01322,-0.0617,0.1486,0.7304
s102b,300000,0.1,9.0,1.1951,0.02358,0.01587,-0.0579,0.1355,0.741
s102b,300000,0.1,10.0,1.272,0.02621,0.01882,-0.0543,0.1225,0.7546
s102b,300000,0.1,11.0,1.3395,0.02913,0.02213,-0.0501,0.1094,0.7747
s102b,300000,0.1,12.0,1.3935,0.03252,0.02606,-0.0456,0.0957,0.807
s102b,300000,0.1,13.0,1.4283,0.03628,0.03054,-0.0397,0.0812,1.0
s102b,300000,0.1,14.0,1.4656,0.04257,0.03704,-0.0377,0.0646,1.0
s102b,300000,0.1,15.0,1.4829,0.05131,0.04607,-0.0357,0.0481,1.0
s102b,300000,0.1,16.0,1.4742,0.06393,0.05914,-0.0349,0.0362,1.0
s102b,300000,0.1,17.0,1.4378,0.082,0.07769,-0.0381,0.0295,1.0
s102s,200000,0.1,0.0,0.315,0.01841,0.01225,-0.0685,0.7899,0.7219
s102s,200000,0.1,1.0,0.4326,0.01777,0.01142,-0.0715,0.7695,0.727
s102s,200000,0.1,2.0,0.5449,0.01662,0.01015,-0.0713,0.7315,0.7309
s102s,200000,0.1,3.0,0.6569,0.01596,0.00951,-0.0713,0.6998,0.7356
s102s,200000,0.1,4.0,0.7693,0.01517,0.00873,-0.0713,0.6583,0.7415
s102s,200000,0.1,5.0,0.8568,0.01442,0.00802,-0.066,0.5304,0.7477
s102s,200000,0.1,6.0,0.8675,0.01835,0.01001,-0.0496,0.2365,0.7551
s102s,200000,0.1,7.0,0.9328,0.02063,0.01216,-0.0433,0.1969,0.764
s102s,200000,0.1,8.0,1.0198,0.02322,0.0147,-0.041,0.1746,0.7751
s102s,200000,0.1,9.0,1.1136,0.02572,0.01748,-0.0396,0.1574,0.7884
s102s,200000,0.1,10.0,1.2064,0.02862,0.02077,-0.0384,0.1415,0.8076
s102s,200000,0.1,11.0,1.2809,0.0317,0.02439,-0.0348,0.126,0.838
s102s,200000,0.1,12.0,1.3276,0.03463,0.02804,-0.0277,0.1112,1.0
s102s,200000,0.1,13.0,1.3638,0.03902,0.03279,-0.0228,0.096,1.0
s102s,200000,0.1,14.0,1.3803,0.04458,0.03869,-0.0181,0.0816,1.0
s102s,200000,0.1,15.0,1.3851,0.05276,0.04722,-0.0155,0.0673,1.0
s102s,200000,0.1,16.0,1.3743,0.06479,0.05982,-0.0159,0.0542,1.0
s102s,200000,0.1,17.0,1.3462,0.08167,0.07721,-0.0202,0.0445,1.0
s102s,250000,0.1,0.0,0.3414,0.01542,0.00937,-0.0748,0.7702,0.6995
s102s,250000,0.1,1.0,0.4519,0.01489,0.00873,-0.075,0.7431,0.7037
s102s,250000,0.1,2.0,0.5651,0.01422,0.00791,-0.0754,0.7099,0.7089
s102s,250000,0.1,3.0,0.6772,0.01377,0.00744,-0.0759,0.6793,0.7132
s102s,250000,0.1,4.0,0.7815,0.01326,0.00706,-0.0742,0.6328,0.7183
s102s,250000,0.1,5.0,0.8453,0.01413,0.00697,-0.065,0.3831,0.7247
s102s,250000,0.1,6.0,0.8835,0.01739,0.00917,-0.0538,0.2115,0.7309
s102s,250000,0.1,7.0,0.9485,0.01943,0.01118,-0.047,0.1809,0.7393
s102s,250000,0.1,8.0,1.0245,0.02174,0.01352,-0.0427,0.1624,0.7488
s102s,250000,0.1,9.0,1.1095,0.02414,0.01609,-0.0401,0.147,0.761
s102s,250000,0.1,10.0,1.1919,0.02662,0.01892,-0.0373,0.1333,0.777
s102s,250000,0.1,11.0,1.2629,0.02936,0.02212,-0.0334,0.1195,0.8014
s102s,250000,0.1,12.0,1.3161,0.03242,0.02576,-0.0279,0.1058,0.8539
s102s,250000,0.1,13.0,1.3533,0.03629,0.03011,-0.0228,0.0918,1.0
s102s,250000,0.1,14.0,1.3795,0.04214,0.03637,-0.0193,0.0769,1.0
s102s,250000,0.1,15.0,1.397,0.04995,0.04458,-0.0177,0.0611,1.0
s102s,250000,0.1,16.0,1.3949,0.06161,0.05662,-0.0178,0.0474,1.0
s102s,250000,0.1,17.0,1.3701,0.07822,0.07372,-0.0216,0.0378,1.0
s102s,300000,0.1,0.0,0.35,0.01358,0.00767,-0.077,0.7525,0.6843
s102s,300000,0.1,1.0,0.4625,0.01311,0.00703,-0.0774,0.725,0.688
s102s,300000,0.1,2.0,0.5743,0.01266,0.00647,-0.0776,0.6932,0.6929
s102s,300000,0.1,3.0,0.6857,0.01236,0.00618,-0.0779,0.6636,0.6971
s102s,300000,0.1,4.0,0.7895,0.01202,0.00595,-0.0761,0.6133,0.7021
s102s,300000,0.1,5.0,0.8385,0.01414,0.00668,-0.065,0.3063,0.7079
s102s,300000,0.1,6.0,0.896,0.01662,0.00852,-0.0568,0.1958,0.714
s102s,300000,0.1,7.0,0.9619,0.01844,0.01038,-0.0498,0.1697,0.7215
s102s,300000,0.1,8.0,1.0348,0.02055,0.01259,-0.0448,0.1535,0.7306
s102s,300000,0.1,9.0,1.1113,0.02286,0.01512,-0.0408,0.14,0.7417
s102s,300000,0.1,10.0,1.1888,0.02538,0.01792,-0.0374,0.1273,0.7557
s102s,300000,0.1,11.0,1.2588,0.02813,0.02103,-0.0336,0.1144,0.7769
s102s,300000,0.1,12.0,1.3129,0.03121,0.02462,-0.0286,0.1013,0.8139
s102s,300000,0.1,13.0,1.351,0.03479,0.02887,-0.0234,0.0878,1.0
s102s,300000,0.1,14.0,1.3892,0.04014,0.03455,-0.0209,0.072,1.0
s102s,300000,0.1,15.0,1.4145,0.04768,0.04238,-0.0192,0.0554,1.0
s102s,300000,0.1,17.0,1.3911,0.07536,0.07084,-0.0222,0.0328,1.0
s1046,200000,0.1,0.0,-0.0,0.01291,0.00567,0.0,0.6356,0.6356
s1046,200000,0.1,1.0,0.1077,0.01294,0.00567,0.0018,0.5923,0.6798
s1046,200000,0.1,2.0,0.2143,0.01307,0.00582,0.0036,0.5478,0.7251
s1046,200000,0.1,3.0,0.3196,0.0133,0.00617,0.0058,0.5041,0.7692
s1046,200000,0.1,4.0,0.4228,0.01368,0.0066,0.0084,0.4633,0.8157
s1046,200000,0.1,5.0,0.5221,0.01411,0.00724,0.0116,0.423,0.8676
s1046,200000,0.1,6.0,0.6314,0.01483,0.00803,0.0129,0.3845,0.9252
s1046,200000,0.1,7.0,0.7862,0.01595,0.0093,0.0042,0.3393,0.9702
s1046,200000,0.1,8.0,0.9371,0.01713,0.01055,-0.0056,0.2924,1.0
s1046,200000,0.1,9.0,0.9845,0.01836,0.01175,0.0046,0.2575,1.0
s1046,200000,0.1,10.0,1.0427,0.02001,0.01351,0.0127,0.2173,1.0
s1046,200000,0.1,11.0,1.0776,0.02232,0.01589,0.023,0.1759,1.0
s1046,200000,0.1,12.0,1.0953,0.02661,0.02016,0.0313,0.1407,1.0
s1046,200000,0.1,13.0,1.1043,0.03347,0.02723,0.0353,0.1078,1.0
s1046,200000,0.1,14.0,1.0919,0.04401,0.03789,0.0356,0.0808,1.0
s1046,200000,0.1,15.0,1.0654,0.05795,0.05197,0.0327,0.0609,1.0
s1046,200000,0.1,16.0,1.0426,0.07332,0.06747,0.0276,0.0486,1.0
s1046,200000,0.1,17.0,1.0319,0.08798,0.08223,0.0225,0.0395,1.0
s1046,250000,0.1,0.0,-0.0,0.01146,0.00447,0.0,0.6154,0.6154
s1046,250000,0.1,1.0,0.1087,0.01153,0.00451,0.0013,0.5717,0.6597
s1046,250000,0.1,3.0,0.3236,0.01194,0.00502,0.0045,0.4851,0.7454
s1046,250000,0.1,4.0,0.4285,0.01231,0.00547,0.0064,0.4443,0.7907
s1046,250000,0.1,5.0,0.5302,0.01273,0.00607,0.009,0.4053,0.8391
s1046,250000,0.1,7.0,0.7596,0.01422,0.00794,0.0087,0.3272,0.957
s1046,250000,0.1,8.0,0.9266,0.01555,0.00932,-0.0036,0.2794,0.9963
s1046,250000,0.1,9.0,0.9865,0.01676,0.01046,0.0042,0.2439,1.0
s1046,250000,0.1,10.0,1.0454,0.01833,0.01209,0.0123,0.2019,1.0
s1046,250000,0.1,11.0,1.0842,0.02066,0.01446,0.0222,0.162,1.0
s1046,250000,0.1,13.0,1.1198,0.03152,0.02545,0.0341,0.0947,1.0
s1046,250000,0.1,14.0,1.1097,0.04188,0.03592,0.0348,0.069,1.0
s1046,250000,0.1,15.0,1.0817,0.05596,0.05018,0.0319,0.0516,1.0
s1046,250000,0.1,16.0,1.0538,0.07211,0.06654,0.0264,0.0415,1.0
s1046,250000,0.1,17.0,1.0331,0.08865,0.0833,0.0199,0.0345,1.0
s1046,300000,0.1,0.0,-0.0,0.01051,0.00373,0.0,0.5997,0.5996
s1046,300000,0.1,1.0,0.1095,0.0106,0.00379,0.0011,0.5561,0.6435
s1046,300000,0.1,2.0,0.2183,0.01078,0.00398,0.0023,0.5133,0.6853
s1046,300000,0.1,3.0,0.3262,0.01103,0.00431,0.0036,0.4704,0.7278
s1046,300000,0.1,4.0,0.4323,0.0114,0.00475,0.0053,0.4304,0.7706
s1046,300000,0.1,5.0,0.5359,0.0118,0.00534,0.0074,0.3917,0.8164
s1046,300000,0.1,6.0,0.6347,0.01233,0.00604,0.0104,0.3552,0.8724
s1046,300000,0.1,7.0,0.7459,0.01309,0.00703,0.0109,0.3176,0.942
s1046,300000,0.1,8.0,0.9052,0.01439,0.00839,0.0004,0.2716,0.9895
s1046,300000,0.1,9.0,0.9923,0.0156,0.0096,0.0032,0.2324,1.0
s1046,300000,0.1,10.0,1.0521,0.01719,0.01115,0.0112,0.189,1.0
s1046,300000,0.1,11.0,1.0932,0.0195,0.01346,0.0211,0.1507,1.0
s1046,300000,0.1,12.0,1.1194,0.02347,0.01742,0.0291,0.1152,1.0
s1046,300000,0.1,13.0,1.1345,0.02989,0.02392,0.0334,0.084,1.0
s1046,300000,0.1,14.0,1.1272,0.03988,0.03401,0.0344,0.0595,1.0
s1046,300000,0.1,15.0,1.0988,0.05385,0.04818,0.0319,0.0444,1.0
s1046,300000,0.1,16.0,1.0693,0.07009,0.06469,0.0265,0.0362,1.0
s1046,300000,0.1,17.0,1.0425,0.0875,0.08235,0.0196,0.0304,1.0
s1091,200000,0.1,0.0,0.635,0.01207,0.00533,-0.1391,0.8787,0.0484
s1091,200000,0.1,1.0,0.7679,0.00909,0.00406,-0.1417,0.8244,1.0
s1091,200000,0.1,2.0,0.8776,0.00965,0.00387,-0.1394,0.7604,1.0
s1091,200000,0.1,3.0,0.9775,0.01034,0.00412,-0.1352,0.6853,1.0
s1091,200000,0.1,4.0,1.0716,0.01117,0.00458,-0.1302,0.5885,1.0
s1091,200000,0.1,5.0,1.156,0.01266,0.00538,-0.1238,0.4355,1.0
s1091,200000,0.1,6.0,1.2355,0.0151,0.00715,-0.1176,0.282,1.0
s1091,200000,0.1,7.0,1.3067,0.01869,0.00999,-0.1108,0.1507,1.0
s1091,200000,0.1,8.0,1.378,0.0226,0.01381,-0.104,0.1085,1.0
s1091,200000,0.1,9.0,1.4565,0.02693,0.01847,-0.0985,0.093,1.0
s1091,200000,0.1,10.0,1.5407,0.0325,0.0245,-0.0947,0.0823,1.0
s1091,200000,0.1,11.0,1.6024,0.03742,0.03012,-0.0881,0.0698,1.0
s1091,200000,0.1,12.0,1.6167,0.04043,0.03376,-0.0753,0.0568,1.0
s1091,200000,0.1,13.0,1.6209,0.04347,0.03695,-0.0671,0.0123,1.0
s1091,200000,0.1,14.0,1.5751,0.06029,0.05463,-0.0638,0.0076,1.0
s1091,200000,0.1,15.0,1.5069,0.08552,0.08074,-0.0718,0.0069,1.0
s1091,200000,0.1,16.0,1.4346,0.11854,0.11458,-0.089,0.0072,1.0
s1091,200000,0.1,17.0,1.3623,0.15632,0.15302,-0.111,0.0087,1.0
s1091,250000,0.1,0.0,0.6531,0.01059,0.00411,-0.1412,0.8553,0.0424
s1091,250000,0.1,1.0,0.7686,0.00916,0.00336,-0.1406,0.7946,0.4302
s1091,250000,0.1,2.0,0.8777,0.00875,0.00326,-0.1385,0.731,1.0
s1091,250000,0.1,3.0,0.9767,0.00944,0.00352,-0.1345,0.6562,1.0
s1091,250000,0.1,4.0,1.0705,0.0103,0.00399,-0.1297,0.5528,1.0
s1091,250000,0.1,5.0,1.1548,0.01204,0.00493,-0.1237,0.3935,1.0
s1091,250000,0.1,6.0,1.2381,0.01432,0.00661,-0.1184,0.2519,1.0
s1091,250000,0.1,7.0,1.3139,0.01754,0.0092,-0.1123,0.1334,1.0
s1091,250000,0.1,8.0,1.3868,0.02101,0.01262,-0.1057,0.0976,1.0
s1091,250000,0.1,9.0,1.4595,0.02523,0.01706,-0.0994,0.0837,1.0
s1091,250000,0.1,10.0,1.536,0.02907,0.02147,-0.0938,0.0752,1.0
s1091,250000,0.1,11.0,1.587,0.0325,0.0254,-0.0852,0.0626,1.0
s1091,250000,0.1,12.0,1.6156,0.03458,0.02795,-0.0752,0.0452,1.0
s1091,250000,0.1,13.0,1.6172,0.04332,0.03688,-0.067,0.0059,1.0
s1091,250000,0.1,14.0,1.5819,0.05877,0.05323,-0.064,0.0046,1.0
s1091,250000,0.1,15.0,1.516,0.08359,0.07893,-0.0718,0.0043,1.0
s1091,250000,0.1,16.0,1.4443,0.11641,0.11254,-0.0887,0.0045,1.0
s1091,250000,0.1,17.0,1.3685,0.15508,0.15185,-0.1108,0.0052,1.0
s1210,200000,0.1,0.0,1.0581,0.01521,0.00709,-0.2461,0.6155,0.3906
s1210,200000,0.1,1.0,1.1765,0.01589,0.00758,-0.2471,0.5872,0.4196
s1210,200000,0.1,2.0,1.2944,0.01669,0.00842,-0.248,0.5647,0.4658
s1210,200000,0.1,3.0,1.4087,0.01752,0.00954,-0.2482,0.5409,0.5497
s1210,200000,0.1,4.0,1.5193,0.01831,0.01083,-0.2474,0.5182,0.7164
s1210,200000,0.1,5.0,1.6071,0.01885,0.01165,-0.2416,0.493,1.0
s1210,200000,0.1,6.0,1.7097,0.01993,0.01269,-0.2394,0.464,1.0
s1210,200000,0.1,7.0,1.8019,0.02105,0.01402,-0.2351,0.4322,1.0
s1210,200000,0.1,8.0,1.8792,0.02233,0.01568,-0.2279,0.3896,1.0
s1210,200000,0.1,9.0,1.9279,0.02456,0.01805,-0.2157,0.3237,1.0
s1210,200000,0.1,10.0,1.9362,0.03033,0.02353,-0.1989,0.2411,1.0
s1210,200000,0.1,11.0,1.9348,0.03876,0.03195,-0.1845,0.1916,1.0
s1210,200000,0.1,12.0,1.9355,0.04889,0.04229,-0.1745,0.1647,1.0
s1210,200000,0.1,13.0,1.9429,0.05992,0.05364,-0.1681,0.1468,1.0
s1210,200000,0.1,14.0,1.9551,0.07139,0.06549,-0.164,0.1327,1.0
s1210,200000,0.1,15.0,1.9582,0.08456,0.07912,-0.1623,0.1191,1.0
s1210,200000,0.1,16.0,1.9492,0.10011,0.09515,-0.1636,0.1055,1.0
s1210,200000,0.1,17.0,1.9362,0.11708,0.11264,-0.1677,0.093,1.0
s1210,250000,0.1,0.0,1.062,0.01404,0.00612,-0.2467,0.5922,0.3712
s1210,250000,0.1,1.0,1.1794,0.01462,0.00659,-0.2474,0.5658,0.3976
s1210,250000,0.1,2.0,1.2971,0.01537,0.00736,-0.2483,0.5447,0.4413
s1210,250000,0.1,3.0,1.4103,0.01603,0.00829,-0.2482,0.5208,0.5194
s1210,250000,0.1,4.0,1.5235,0.01677,0.00943,-0.2481,0.4994,0.6687
s1210,250000,0.1,5.0,1.6102,0.01713,0.01026,-0.242,0.4745,1.0
s1210,250000,0.1,6.0,1.7126,0.01819,0.01128,-0.2397,0.4475,1.0
s1210,250000,0.1,7.0,1.8049,0.01927,0.01257,-0.2355,0.4165,1.0
s1210,250000,0.1,8.0,1.8845,0.0206,0.01419,-0.2288,0.3728,1.0
s1210,250000,0.1,9.0,1.9318,0.02328,0.01681,-0.2166,0.2963,1.0
s1210,250000,0.1,10.0,1.9455,0.0293,0.02252,-0.2009,0.2177,1.0
s1210,250000,0.1,11.0,1.9523,0.0371,0.03038,-0.1874,0.1742,1.0
s1210,250000,0.1,12.0,1.9539,0.04697,0.04052,-0.1773,0.1507,1.0
s1210,250000,0.1,13.0,1.9557,0.05865,0.05256,-0.1709,0.1353,1.0
s1210,250000,0.1,14.0,1.9557,0.0719,0.06619,-0.1677,0.1209,1.0
s1210,250000,0.1,15.0,1.9533,0.08643,0.08117,-0.1668,0.1082,1.0
s1210,250000,0.1,16.0,1.9471,0.10228,0.09746,-0.1684,0.0962,1.0
s1210,250000,0.1,17.0,1.9358,0.11963,0.11527,-0.1728,0.0838,1.0
s1210,300000,0.1,0.0,1.0644,0.01316,0.0055,-0.2471,0.575,0.3566
s1210,300000,0.1,1.0,1.1812,0.01372,0.00594,-0.2476,0.55,0.382
s1210,300000,0.1,2.0,1.299,0.01444,0.00664,-0.2485,0.5296,0.4237
s1210,300000,0.1,3.0,1.4115,0.01501,0.00748,-0.2483,0.5067,0.4967
s1210,300000,0.1,4.0,1.5239,0.01566,0.00851,-0.248,0.4849,0.634
s1210,300000,0.1,5.0,1.6129,0.01598,0.00935,-0.2424,0.4609,1.0
s1210,300000,0.1,6.0,1.7145,0.01694,0.01038,-0.24,0.435,1.0
s1210,300000,0.1,7.0,1.8081,0.01803,0.01162,-0.236,0.4035,1.0
s1210,300000,0.1,8.0,1.8899,0.01942,0.01319,-0.2298,0.3577,1.0
s1210,300000,0.1,9.0,1.9352,0.02263,0.01615,-0.2175,0.2721,1.0
s1210,300000,0.1,10.0,1.9564,0.02845,0.02171,-0.203,0.2003,1.0
s1210,300000,0.1,11.0,1.9715,0.03552,0.02888,-0.1902,0.1608,1.0
s1210,300000,0.1,12.0,1.973,0.04515,0.03876,-0.1797,0.1395,1.0
s1210,300000,0.1,13.0,1.9723,0.057,0.05099,-0.1732,0.1251,1.0
s1210,300000,0.1,14.0,1.9688,0.07089,0.06527,-0.1702,0.1115,1.0
s1210,300000,0.1,15.0,1.9621,0.08635,0.08113,-0.1697,0.0998,1.0
s1210,300000,0.1,16.0,1.9528,0.10303,0.0982,-0.1716,0.0881,1.0
s1210,300000,0.1,17.0,1.9427,0.12038,0.11598,-0.1757,0.0764,1.0
s1221,200000,0.1,0.0,0.6763,0.01503,0.00624,-0.1661,0.4627,0.4149
s1221,200000,0.1,1.0,0.7939,0.01553,0.00646,-0.1665,0.4355,0.4422
s1221,200000,0.1,2.0,0.9112,0.01619,0.00708,-0.1669,0.4146,0.4831
s1221,200000,0.1,3.0,1.0281,0.01693,0.00805,-0.1673,0.3971,0.5633
s1221,200000,0.1,4.0,1.132,0.0175,0.00937,-0.1644,0.3823,0.8378
s1221,200000,0.1,5.0,1.2341,0.01851,0.01048,-0.1616,0.3687,1.0
s1221,200000,0.1,6.0,1.3467,0.02018,0.01226,-0.1615,0.3547,1.0
s1221,200000,0.1,7.0,1.4557,0.02189,0.01416,-0.1607,0.3397,1.0
s1221,200000,0.1,8.0,1.5615,0.02348,0.01599,-0.1593,0.3231,1.0
s1221,200000,0.1,9.0,1.6643,0.02485,0.0176,-0.1574,0.3048,1.0
s1221,200000,0.1,10.0,1.7596,0.02585,0.01893,-0.1542,0.2815,1.0
s1221,200000,0.1,11.0,1.8475,0.02661,0.02002,-0.1497,0.2543,1.0
s1221,200000,0.1,12.0,1.919,0.02813,0.02216,-0.1431,0.2159,1.0
