perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
sg6040,200000,0.1,10.0,1.2182,0.02132,0.01468,-0.0427,0.2489,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,200000,0.1,11.0,1.2126,0.02798,0.02083,-0.0315,0.1564,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,200000,0.1,12.0,1.2158,0.03584,0.02855,-0.0245,0.1095,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,0.0,0.3768,0.01242,0.00627,-0.0872,0.7321,0.7172,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,1.0,0.4867,0.01237,0.00608,-0.0868,0.7002,0.7343,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,2.0,0.5958,0.01241,0.00603,-0.0862,0.6674,0.7509,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,3.0,0.7033,0.01257,0.00617,-0.0854,0.6341,0.7682,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,4.0,0.8083,0.01285,0.0065,-0.0842,0.5999,0.7874,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,5.0,0.9089,0.01317,0.00682,-0.082,0.56,0.8107,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,6.0,0.9976,0.01351,0.00734,-0.0775,0.5143,0.8397,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,7.0,1.0742,0.01396,0.00799,-0.0706,0.4664,0.8851,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,8.0,1.148,0.01465,0.0088,-0.0642,0.4059,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,9.0,1.1996,0.0166,0.01053,-0.0552,0.3275,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,10.0,1.2166,0.02063,0.01405,-0.043,0.2175,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,11.0,1.222,0.02681,0.01984,-0.0329,0.1362,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,250000,0.1,12.0,1.2312,0.03415,0.02708,-0.0262,0.0958,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,0.0,0.3845,0.01111,0.00513,-0.0891,0.7179,0.7017,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,1.0,0.4946,0.01113,0.00501,-0.0886,0.6857,0.7179,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,2.0,0.6037,0.01124,0.00503,-0.0881,0.6529,0.7336,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,3.0,0.7111,0.01146,0.00522,-0.0873,0.6196,0.7501,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,4.0,0.8158,0.01177,0.00557,-0.086,0.585,0.7683,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,5.0,0.9145,0.01214,0.00596,-0.0834,0.5435,0.7898,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,6.0,1.0054,0.01258,0.00653,-0.0794,0.4978,0.8171,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,7.0,1.0838,0.01317,0.00729,-0.073,0.4474,0.8568,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,8.0,1.1442,0.0138,0.00815,-0.0634,0.3884,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,9.0,1.1984,0.01595,0.00999,-0.0552,0.3031,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,10.0,1.2174,0.02014,0.01362,-0.0435,0.193,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,11.0,1.2316,0.02585,0.019,-0.0342,0.1214,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6040,300000,0.1,12.0,1.247,0.03261,0.02572,-0.0276,0.0857,1.0,0.2163949061,0.2568756747,0.2911737199,0.2599093989,0.3087727007,0.2456646347,0.2976184506,-0.1535293871,-0.1563905145,-0.0902922714,-0.264603038,-0.0277348391,-0.1038018,0.0771372099,-0.0,-0.0,0.0004105245,0.0004260734,0.0023909605,0.0023909605
sg6041,200000,0.1,0.0,0.2639,0.0127,0.00756,-0.058,0.9086,0.9747,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,1.0,0.4568,0.01126,0.006,-0.0733,0.8845,0.9885,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,2.0,0.5799,0.0102,0.00492,-0.075,0.8312,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,3.0,0.6521,0.00967,0.00428,-0.0663,0.7526,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,4.0,0.73,0.01006,0.00419,-0.0583,0.6194,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,5.0,0.7972,0.01186,0.00503,-0.0493,0.4145,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,7.0,0.9409,0.01715,0.00901,-0.036,0.1574,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,8.0,1.0187,0.01998,0.01183,-0.0308,0.1106,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,9.0,1.0938,0.02327,0.01528,-0.0255,0.0819,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,10.0,1.1645,0.02783,0.02017,-0.0201,0.0615,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,11.0,1.2247,0.03362,0.02655,-0.0138,0.0494,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,200000,0.1,12.0,1.2552,0.04134,0.03499,-0.0053,0.0423,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,0.0,0.2381,0.01034,0.00567,-0.0511,0.8904,0.9507,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,1.0,0.4034,0.00959,0.00477,-0.0608,0.8609,0.9715,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,2.0,0.5631,0.0089,0.00398,-0.0699,0.8104,0.9909,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,3.0,0.6627,0.00861,0.00351,-0.0675,0.7209,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,4.0,0.7288,0.00938,0.00365,-0.0579,0.5689,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,5.0,0.7952,0.01127,0.0046,-0.0492,0.3715,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,6.0,0.8698,0.01354,0.00615,-0.0429,0.2207,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,7.0,0.9484,0.01594,0.0082,-0.0376,0.1425,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,8.0,1.0264,0.01847,0.0107,-0.0324,0.1,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,9.0,1.0995,0.02143,0.01381,-0.0266,0.0744,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,10.0,1.1614,0.02503,0.01761,-0.0195,0.0556,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,11.0,1.221,0.03067,0.02363,-0.0133,0.0438,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,250000,0.1,12.0,1.2599,0.0356,0.02921,-0.0052,0.0373,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,0.0,0.2408,0.00879,0.0044,-0.0512,0.8794,0.9277,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,1.0,0.3764,0.00835,0.00383,-0.0546,0.845,0.9584,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,2.0,0.5293,0.00803,0.00339,-0.0625,0.7922,0.9794,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,3.0,0.6689,0.00801,0.0031,-0.0683,0.6896,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,4.0,0.7261,0.00899,0.00334,-0.0575,0.5267,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,5.0,0.7948,0.01084,0.00432,-0.0494,0.3398,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,6.0,0.8734,0.01292,0.00576,-0.0438,0.2037,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,7.0,0.9549,0.01508,0.00761,-0.039,0.1313,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,8.0,1.0349,0.01734,0.00983,-0.034,0.0918,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,9.0,1.1092,0.01986,0.01251,-0.0283,0.0682,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,10.0,1.1687,0.02329,0.0162,-0.0205,0.0509,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,11.0,1.2214,0.02764,0.02092,-0.0129,0.0406,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6041,300000,0.1,12.0,1.2621,0.03339,0.02712,-0.0055,0.034,1.0,0.1663715945,0.192511212,0.1498428876,0.2114291053,0.1844976327,0.222949468,0.193027263,-0.1057940399,-0.0455861594,-0.1191354165,-0.028927881,-0.1462380721,-0.0187897318,-0.0165271884,-9.78886e-05,-9.78889e-05,0.0002906988,0.0004379496,0.0015469889,0.0020889084
sg6042,200000,0.1,0.0,0.4542,0.01266,0.00758,-0.1103,0.8745,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,1.0,0.5866,0.01204,0.00666,-0.1134,0.8482,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,2.0,0.7162,0.01136,0.00581,-0.1153,0.8158,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,3.0,0.8315,0.01093,0.00527,-0.1143,0.7685,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,4.0,0.9338,0.01089,0.00512,-0.1108,0.6962,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
