perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
sg6042,200000,0.1,5.0,1.0264,0.01161,0.00548,-0.1057,0.5859,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,6.0,1.0952,0.01355,0.00669,-0.0971,0.4235,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,7.0,1.1493,0.01643,0.00881,-0.087,0.2699,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,8.0,1.2,0.01971,0.0116,-0.0772,0.177,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,9.0,1.2563,0.0232,0.01503,-0.0691,0.1263,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,10.0,1.3102,0.02726,0.01913,-0.0616,0.0963,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,11.0,1.3626,0.03193,0.02411,-0.0549,0.0753,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,200000,0.1,12.0,1.4069,0.03764,0.03007,-0.0485,0.0599,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,0.0,0.4967,0.0101,0.00549,-0.1162,0.8667,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,1.0,0.6202,0.00969,0.00476,-0.1179,0.8381,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,2.0,0.7351,0.00946,0.00432,-0.1174,0.7998,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,3.0,0.8407,0.00943,0.00416,-0.115,0.7469,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,4.0,0.94,0.00972,0.00424,-0.1114,0.6675,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,5.0,1.0267,0.01079,0.00484,-0.1056,0.5454,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,6.0,1.0932,0.01291,0.00619,-0.0969,0.3828,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,7.0,1.1526,0.01558,0.00819,-0.0879,0.242,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,8.0,1.2102,0.01848,0.01071,-0.0791,0.159,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,9.0,1.2681,0.02164,0.0138,-0.0711,0.1136,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,10.0,1.3219,0.02529,0.01756,-0.0634,0.0866,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,11.0,1.3684,0.02989,0.02235,-0.056,0.0681,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,250000,0.1,12.0,1.4098,0.03519,0.02804,-0.0492,0.0541,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,0.0,0.4961,0.00867,0.00428,-0.1146,0.8572,0.9354,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,1.0,0.6367,0.00837,0.00372,-0.1201,0.8273,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,2.0,0.7422,0.00837,0.00353,-0.118,0.7846,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,3.0,0.8453,0.00851,0.0035,-0.1154,0.7275,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,4.0,0.9425,0.00903,0.00373,-0.1116,0.6421,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,5.0,1.0249,0.01033,0.00447,-0.1053,0.5102,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,6.0,1.0927,0.01248,0.00587,-0.0971,0.3501,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,7.0,1.1568,0.01499,0.00776,-0.0889,0.2216,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,8.0,1.2191,0.01762,0.01007,-0.0808,0.1461,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,9.0,1.2793,0.02052,0.01292,-0.073,0.1042,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,10.0,1.3335,0.02395,0.01645,-0.0652,0.0794,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,11.0,1.384,0.02782,0.02057,-0.058,0.0621,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6042,300000,0.1,12.0,1.4185,0.03343,0.0264,-0.0505,0.0492,1.0,0.1758140293,0.2339796608,0.1812565248,0.2543169317,0.2603365626,0.2424133033,0.3083539225,-0.1270887114,0.0286039693,-0.1413282917,0.0662129488,-0.0915224954,0.0455421137,0.0860153403,-0.0001589794,-0.0001589794,0.0002186783,0.0006859033,0.0007139656,0.0028494082
sg6043,200000,0.1,0.0,0.662,0.01371,0.00871,-0.1627,0.8495,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,1.0,0.8094,0.01305,0.00758,-0.1687,0.8315,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,2.0,0.9303,0.01284,0.00715,-0.1694,0.802,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,3.0,1.049,0.01262,0.00678,-0.1695,0.7663,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,4.0,1.1552,0.01258,0.00666,-0.167,0.7191,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,5.0,1.2491,0.01286,0.00686,-0.1621,0.6529,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,6.0,1.3314,0.01384,0.00758,-0.1554,0.5638,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,7.0,1.3856,0.01581,0.00913,-0.1439,0.446,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,8.0,1.4152,0.01908,0.01181,-0.1295,0.3185,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,9.0,1.4428,0.02349,0.01574,-0.117,0.2178,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,10.0,1.4755,0.02856,0.02064,-0.107,0.1549,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,11.0,1.5062,0.0346,0.02662,-0.0985,0.1175,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,200000,0.1,12.0,1.5386,0.04124,0.03343,-0.0915,0.0922,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,0.0,0.7111,0.01074,0.0061,-0.1702,0.8428,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,1.0,0.8389,0.01062,0.00556,-0.1727,0.8184,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,2.0,0.9555,0.01065,0.00535,-0.1728,0.7872,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,3.0,1.0644,0.01076,0.0053,-0.1712,0.7484,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,4.0,1.1641,0.01099,0.00543,-0.1678,0.6969,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,5.0,1.2561,0.01158,0.00582,-0.1629,0.6263,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,6.0,1.3315,0.01286,0.0068,-0.1551,0.5307,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,7.0,1.3797,0.01505,0.00848,-0.1428,0.4096,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,8.0,1.4149,0.01833,0.0112,-0.1297,0.2872,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,9.0,1.4516,0.02236,0.01484,-0.1187,0.1949,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,10.0,1.4893,0.02702,0.01937,-0.1092,0.1388,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,11.0,1.5215,0.0327,0.02504,-0.1007,0.1052,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,250000,0.1,12.0,1.5539,0.03896,0.03154,-0.0937,0.0828,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,0.0,0.7382,0.00932,0.00481,-0.1748,0.8337,0.8767,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,1.0,0.8532,0.00927,0.0045,-0.1746,0.806,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,2.0,0.9659,0.00942,0.0044,-0.174,0.7735,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,3.0,1.0722,0.00964,0.00445,-0.1721,0.7333,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,4.0,1.1696,0.01001,0.00469,-0.1684,0.6783,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,5.0,1.2577,0.0108,0.00525,-0.163,0.6028,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
sg6043,300000,0.1,6.0,1.3298,0.01225,0.00633,-0.1547,0.5027,1.0,0.2000294294,0.2636738551,0.2398608014,0.2714961939,0.3598437707,0.2479676425,0.4377355581,-0.1277234331,0.0823083278,-0.1243490167,0.1241635705,0.0001002731,0.0868283789,0.2001497292,-0.0002768154,-0.0002768163,0.0001923211,0.000969973,0.0006015311,0.0048495039
